timestamp,timestamp,kepler_node_cpu_power_sum,layer,unit,treatment
2026-01-19 09:15:33.338999987+00:00,1768814133.339,34.19098027272742,node,watts,NoTreatment
2026-01-19 09:16:03.338999987+00:00,1768814163.339,29.55258881818154,node,watts,Treatment
2026-01-19 09:16:33.338999987+00:00,1768814193.339,29.431824963636146,node,watts,Treatment
2026-01-19 09:17:03.338999987+00:00,1768814223.339,34.62077209090877,node,watts,Treatment
2026-01-19 09:17:33.338999987+00:00,1768814253.339,39.64212596363663,node,watts,Treatment
2026-01-19 09:18:03.338999987+00:00,1768814283.339,41.8193809272732,node,watts,Treatment
2026-01-19 09:18:33.338999987+00:00,1768814313.339,41.21951783636362,node,watts,Treatment
2026-01-19 09:19:03.338999987+00:00,1768814343.339,37.89169876363647,node,watts,Treatment
2026-01-19 09:19:33.338999987+00:00,1768814373.339,33.147601363636994,node,watts,Treatment
2026-01-19 09:20:03.338999987+00:00,1768814403.339,33.17463430909027,node,watts,Treatment
2026-01-19 09:20:33.338999987+00:00,1768814433.339,37.515656581817886,node,watts,Treatment
2026-01-19 09:21:03.338999987+00:00,1768814463.339,41.955379090909524,node,watts,Treatment
2026-01-19 09:21:33.338999987+00:00,1768814493.339,41.529153927272205,node,watts,Treatment
2026-01-19 09:22:03.338999987+00:00,1768814523.339,37.45402898181769,node,watts,Treatment
2026-01-19 09:22:33.338999987+00:00,1768814553.339,33.110062636363594,node,watts,Treatment
2026-01-19 09:23:03.338999987+00:00,1768814583.339,33.64466372727289,node,watts,Treatment
2026-01-19 09:23:33.338999987+00:00,1768814613.339,37.701661290908866,node,watts,Treatment
2026-01-19 09:24:03.338999987+00:00,1768814643.339,42.03591310909039,node,watts,Treatment
2026-01-19 09:24:33.338999987+00:00,1768814673.339,43.64908925454524,node,watts,Treatment
2026-01-19 09:25:03.338999987+00:00,1768814703.339,42.17934203636356,node,watts,Treatment
2026-01-19 09:25:33.338999987+00:00,1768814733.339,37.973022890909014,node,watts,Treatment
2026-01-19 09:26:03.338999987+00:00,1768814763.339,32.87612321818173,node,watts,Treatment
2026-01-19 09:26:33.338999987+00:00,1768814793.339,33.57420272727243,node,watts,Treatment
2026-01-19 09:27:03.338999987+00:00,1768814823.339,38.69824963636347,node,watts,Treatment
2026-01-19 09:27:33.338999987+00:00,1768814853.339,42.64542747272803,node,watts,Treatment
2026-01-19 09:28:03.338999987+00:00,1768814883.339,33.08619572727263,node,watts,Treatment
2026-01-19 09:28:33.338999987+00:00,1768814913.339,32.08893929090912,node,watts,Treatment
2026-01-19 09:29:03.338999987+00:00,1768814943.339,39.65851439999956,node,watts,Treatment
2026-01-19 09:29:33.338999987+00:00,1768814973.339,42.170691727272725,node,watts,Treatment
2026-01-19 09:30:03.338999987+00:00,1768815003.339,33.5399254545453,node,watts,Treatment
2026-01-19 09:30:33.338999987+00:00,1768815033.339,31.97068452727293,node,watts,Treatment
2026-01-19 09:31:03.338999987+00:00,1768815063.339,39.023196672727565,node,watts,Treatment
2026-01-19 09:31:33.338999987+00:00,1768815093.339,39.64378501818177,node,watts,Treatment
2026-01-19 09:32:03.338999987+00:00,1768815123.339,31.74871465454502,node,watts,Treatment
2026-01-19 09:32:33.338999987+00:00,1768815153.339,32.90980676363635,node,watts,Treatment
2026-01-19 09:33:03.338999987+00:00,1768815183.339,40.95047332727276,node,watts,Treatment
2026-01-19 09:33:33.338999987+00:00,1768815213.339,42.17495750909174,node,watts,Treatment
2026-01-19 09:34:03.338999987+00:00,1768815243.339,33.67238916363673,node,watts,Treatment
2026-01-19 09:34:33.338999987+00:00,1768815273.339,32.510074109090915,node,watts,Treatment
2026-01-19 09:35:03.338999987+00:00,1768815303.339,40.15783843636322,node,watts,Treatment
2026-01-19 09:35:33.338999987+00:00,1768815333.339,43.07289889090938,node,watts,Treatment
2026-01-19 09:36:03.338999987+00:00,1768815363.339,34.848573563636855,node,watts,Treatment
2026-01-19 09:36:33.338999987+00:00,1768815393.339,32.723313781818035,node,watts,Treatment
2026-01-19 09:37:03.338999987+00:00,1768815423.339,40.58506898181778,node,watts,Treatment
2026-01-19 09:37:33.338999987+00:00,1768815453.339,43.26323930909116,node,watts,Treatment
2026-01-19 09:38:03.338999987+00:00,1768815483.339,34.52538325454542,node,watts,Treatment
2026-01-19 09:38:33.338999987+00:00,1768815513.339,32.968957472727,node,watts,Treatment
2026-01-19 09:39:03.338999987+00:00,1768815543.339,40.553579363636985,node,watts,Treatment
2026-01-19 09:39:33.338999987+00:00,1768815573.339,43.146916581817834,node,watts,Treatment
2026-01-19 09:40:03.338999987+00:00,1768815603.339,34.40167861818177,node,watts,Treatment
2026-01-19 09:40:33.338999987+00:00,1768815633.339,33.01856449090939,node,watts,Treatment
2026-01-19 09:41:03.338999987+00:00,1768815663.339,40.77164854545421,node,watts,Treatment
2026-01-19 09:41:33.338999987+00:00,1768815693.339,43.1054582727274,node,watts,Treatment
2026-01-19 09:42:03.338999987+00:00,1768815723.339,35.03110927272673,node,watts,Treatment
2026-01-19 09:42:33.338999987+00:00,1768815753.339,33.596315163636405,node,watts,Treatment
2026-01-19 09:43:03.338999987+00:00,1768815783.339,41.704707254545596,node,watts,Treatment
2026-01-19 09:43:33.338999987+00:00,1768815813.339,43.88676730909078,node,watts,Treatment
2026-01-19 09:44:03.338999987+00:00,1768815843.339,35.02758365454501,node,watts,Treatment
2026-01-19 09:44:33.338999987+00:00,1768815873.339,33.08768163636348,node,watts,Treatment
2026-01-19 09:45:03.338999987+00:00,1768815903.339,41.642560309091245,node,watts,Treatment
2026-01-19 09:45:33.338999987+00:00,1768815933.339,42.685560799999664,node,watts,Treatment
2026-01-19 09:46:03.338999987+00:00,1768815963.339,34.37261041818208,node,watts,Treatment
2026-01-19 09:46:33.338999987+00:00,1768815993.339,33.37213023636406,node,watts,Treatment
2026-01-19 09:47:03.338999987+00:00,1768816023.339,41.83913849090882,node,watts,Treatment
2026-01-19 09:47:33.338999987+00:00,1768816053.339,43.465874381818466,node,watts,Treatment
2026-01-19 09:48:03.338999987+00:00,1768816083.339,35.04487101818138,node,watts,Treatment
2026-01-19 09:48:33.338999987+00:00,1768816113.339,33.11557683636413,node,watts,Treatment
2026-01-19 09:49:03.338999987+00:00,1768816143.339,41.5599322363639,node,watts,Treatment
